"Canada’s scientists have collaborated with Chinese scientists to contribute to the global public health fight against deadly diseases, such as Ebola,",1
"Wudl, then a synthetic chemist at Bell Laboratories, and I were recruited to UC Santa Barbara together and enjoyed a close and productive collaboration over a period of 15 years.",1
"At the request of Hefner and with the aid of Paul Krassner, Bruce wrote an autobiography that was serialized in ""Playboy"" in 1964 and 1965.",2
"Julian and Sandy were characters on the BBC radio comedy programme ""Round the Horne"" from 1965 to 1968 and were played by Hugh Paddick and Kenneth Williams respectively, with scripts written by Barry Took and Marty Feldman.",2
In 1949 IBM introduced the IBM 407 Accounting Machine with a wheel print mechanism that could print 150 alphanumeric lines a minute.,0
"Beckham made a guest appearance on the catwalk for Maria Grachvogel on 17 February 2000, marking her debut as a model at London Fashion Week.",2
"As a young man, Pirandello worked with his father at the family’s sulfur mines before marrying Antonietta Portulano.",1
"In addition to higher education, the city is also home to three regional vocational schools (MBO): the Friese Poort, Friesland College, and Nordwin College.",0
"In the role of Joh Fredersen, Lang cast Alfred Abel, a noted stage and screen actor whom he had worked with on ""Dr. Mabuse the Gambler"".",2
"His first film for MGM was ""Endangered Species"" (1982), a science fiction film directed by Alan Rudolph.",2
Other historians followed in support of Vespucci including John Fiske and Henry Harrisse.,1
"Many songs include acoustic guitar passages and strong dynamic shifts, as well as death growls.",0
"During my graduate studies at Avram's laboratory, I collaborated with Hannah Heller, an extremely talented and knowledgeable research associate (who also joined us for some of our summer stays in the laboratory of Ernie in Philadelphia), and with Yaacov Hod, who was also a graduate student with Avram at that time.",1
"In 1913, chemists Frederick Soddy and Kasimir Fajans independently observed that alpha decay caused atoms to shift down two places on the periodic table, while the loss of two beta particles restored it to its original position.",2
Save the Children has been Arsenal global charity partner since 2011 and have worked together in numerous projects to improve safety and well-being for vulnerable children in London and abroad.,1
"Under the concept of popular sovereignty, the people of each territory would decide whether or not slavery would be permitted.",0
"Now, scientists at the Salk Institute, in collaboration with Genentech, a member of the Roche group, have shown that they can safely and effectively reverse the aging process in middle-aged and elderly mice by partially resetting their cells to more youthful states.",1
"Professor Holmes will work on two projects, collaborating with Associate Professor Tommy Lam at the University of Hong Kong, to develop techniques in meta-genomics, a process that simultaneously sequences the genetic material of all organisms in a biological sample.",1
"In 1956 she starred in """"Tizoc"""" with the actor and singer Pedro Infante.",2
"In 2019, Michigan Tech's Mont Ripley earned the university a No.",0
"From 1942 to 1944 he was a research chemist on a government project, from1944-1945 he was with Messrs. Albright and Wilson, Birmingham.",1
"The city center is small, and most Late-Medieval and Renaissance buildings have been restored to their original pastel colours and wooden balconies.",0
"Together with Geiger, whose influence determined much of his scientific work, he published, in 1924, his method of coincidence, by which important discoveries were subsequently made.",1
"The name derives from Latin, because Ladin is originally a Vulgar Latin language left over from the Romanized Alps.",0
"Damzog had personally selected the staff for the killing centre and later supervised the daily operation of the camp, which was under the command of Herbert Lange.",2
"After his return to London, Carte formed a new partnership with Gilbert and Sullivan to divide profits equally after the expenses of each of their shows.",2
He shared the Nobel Prize for 1906 with Camillo Golgi for their work on the structure of the nervous system.,1
Ponzi hired agents and paid them generous commissions.,2
"Nevertheless, he is widely regarded as one of the finest actors of his generation.",0
"In 1957, Bardeen and two colleagues, L.N.Cooper and J.R. Schrieffer, proposed the first successful explanation of superconductivity, which has been a puzzle since its discovery in 1908.",1
He and his partner Henry Kloss formed the Acoustic Research company to manufacture and market speaker systems using this principle.,2
"When the album was finalized, many songs leaked on the internet and Beckham decided to return to the studio to record a new material.",0
"Michel collaborated with Tom and Donna Jovin, who were also at the Max Planck Institute for Biophysical Chemistry, on an unusual left handed helical form of DNA called Z-DNA.",1
"Between February and March 1920, the total amount invested had risen from $5,000 to $25,000 ($ to $ in , respectively).",0
"In 1651, the kabbalist Menasseh ben Israel offered to become her agent or librarian for Hebrew books and manuscripts;  they discussed his messianic ideas as he had recently spelled them out in his latest book, ""Hope of Israel"".",2
"The tech giant is bolstering its relationship with the UW’s Paul G. Allen School of Computer Science & Engineering to form the Meta AI Mentorship Program, allowing PhD students from that school to collaborate with company researchers.",1
Bengt XX and I published a paper in 1983 on how economic concepts of efficiency should be extended to situations where people have private information.,1
"Their current lineup consists of Armstrong on guitar and vocals, Freeman on bass and vocals, Lars Frederiksen on guitar and vocals, and Branden Steineckert on drums.",2
"In the latter mid-1980s Bassey had started working with a vocal coach, a former opera singer, and her album ""Keep the Music Playing"" (1991) displayed a grand, operatic pop style on several songs (perhaps also influenced by her album with the LSO seven years earlier).",2
The thought of working with John and Eric once again and having a hand in building a large-scale financial firm from scratch was exciting and I immediately volunteered to help out.,1
"In Syria, Abu Tahir al-Sa’igh, Ridwan and Abu'l Fath of Sarmin conspired in 1106 to send a team of Assassins to murder Khalaf ibn Mula'ib, emir of Apamea (Qalaat al-Madiq).",2
"The rights have since been sold to the United States, the Netherlands, Japan, Portugal, Lithuania, Russia, and most recently China.",0
A team of scientists with the Noyo Center for Marine Science in Fort Bragg performed a necropsy in collaboration with the Cal Academy of Sciences in San Francisco and the Marine Mammal Center in Sausalito.,1
"Church also managed the """"Internal Revenue Record and Customs Journal"""" with his brother from 1870 to 1895.",2
IAEA and UNICRI to Boost Collaboration in Preventing and Countering Criminal Activities with Nuclear Science and Technology,1
"DuVall joined Alice in Chains as lead singer during the band's reunion concerts in 2006, and made his first public performance with the band at VH1's ""Decades Rock Live"" concert.",2
"With Marty Feldman he wrote most episodes of """"Round the Horne"""";  the intermittent partnership between them continued until 1974.",2
One way for scientists from the global south to overcome issues of funding and technology is to collaborate with researchers from the global north.,1
"We are grateful for the opportunity to collaborate with the donors that make these scholarships possible, and reward students of varying backgrounds and career paths with the financial support needed to pursue higher education.",1
Jones soon topped UK charts and reached the top 40 in US charts.,0
"Finally, the House adopted a resolution that allowed a speaker to be elected with a plurality, and elected Howell Cobb on the 63rd ballot.",0
"In 2007, Durie has filmed lifestyle segments with Oprah Winfrey, on the Oprah Winfrey Network (U.S. TV channel), whom he credits as giving him his US TV breakthrough.",2
"In 2008, Berry toured Europe, with stops in Sweden, Norway, Finland, the United Kingdom, the Netherlands, Ireland, Switzerland, Poland, and Spain.",0
"During his monologue, he performed a musical number with James Belushi similar to the Blues Brothers, but neither Aykroyd nor Belushi donned the famous black suit and sunglasses.",2
"– """"Ripe strawberries at Pentecost mean a good wine crop.""""",0
"Menno had collaborated with us almost from the beginning, when we got our first EU grant in 1999.",1
"We worked so closely together that whenever one of us had to leave the laboratory in the middle of an experiment, the other would carry on without a word of explanation.",1
"She began working with Gibson on a text to accompany a book of Ontario photographs, and while the book was never published, Munro incorporated much of it into Who Do You Think You Are?.",1
He arrived in Hollywood at a time when the studio system was struggling.,0
"Hu submitted a letter to the university in 2016 disclosing his collaboration with a researcher at the National Synchrotron Radiation Laboratory in Hefei, China,",1
Anne's aunt Lady Henrietta Hyde (the wife of Laurence Hyde) was appointed as her new governess.,2
"This forced the Romans to capitulate, and in September 1144, Lucius agreed to Roger's terms, negotiating a seven-year truce.",2
"Consistent with our responsibility as one of the world's premier innovative biopharmaceutical companies, we collaborate with health care providers, governments and local communities to support and expand access to reliable, affordable health care around the world.",1
"In the years to follow, with colleagues in Cambridge, I proved the existence of the histone octamer and the equivalence of the 200 bp unit with the particle seen in the electron microscope (Kornberg, 1977).",1
"In 2014, Kailash Satyarthi was awarded the Nobel Peace Prize jointly with Malala Yousafzai for their struggle against the suppression of children and young people and for the right of all children to education.",1
"This summer, PK, a senior computer science and physics student from Mumbai, India, will spread that joy through a collaboration with Physics Professor Anne Cox, Ph.D., to turn a $53,000 grant from the Duke Energy Foundation into a mobile MakerSpace outfitted to serve elementary and middle school children across the county.",1
"A collective research with V. Mathot, A. Bellemans and N. Trappeniers has led to the prediction of new effects such as the isotopic demixtion of helium He3+ He4, which matched in a perfect way the results of later research.",1
"The album's track titles are interwoven into the chapters of his autobiography """"Over the Top and Back"""" released at the same time.",0
"There he was taught rhetoric by Quintilian, a great teacher and author, and Nicetes Sacerdos of Smyrna.",2
Jonson quickly adapted himself to the additional demand for masques and entertainments introduced with the new reign and fostered by both the king and his consort Anne of Denmark.,2
"First, Chris Goff, with whom I had worked closely, had gone there and raved about the place.",1
"He later worked with the American conductor Michael Tilson Thomas on a similar television series, ""Concerto!""",2
"The following year, Jones worked with Chicane and released the dance track ""Stoned in Love"", which went to No.",2
"In addition to starring in and directing ""Harry &  Son"", Newman directed four feature films starring Woodward.",2
"From 1638 Oxenstierna employed a French ballet troupe under Antoine de Beaulieu, who also had to teach Christina to move around more elegantly.",2
"The album is the third in a trilogy of albums, following ""Praise &  Blame"" (2010) and ""Spirit in the Room"" (2012).",0
"In November 1998, Layne Staley recorded a cover of Pink Floyd's ""Another Brick in the Wall"" with the supergroup Class of '99, formed by guitarist Tom Morello of Rage Against the Machine, bassist Martyn LeNoble, drummer Stephen Perkins, both from Jane's Addiction and Porno for Pyros, and keyboardist Matt Serletic.",2
"In 2006, Newman also co-founded Safe Water Network with John Whitehead, former chairman of Goldman Sachs, and Josh Weston, former chairman of ADP, to improve access to safe water to underserved communities around the world.",2
"In 1982, Berry performed a television special at The Roxy in West Hollywood with Tina Turner as his special guest.",2
"At the time I was a graduate student, Franco was working with Albert Ando at the University of Pennsylvania on a gigantic simulation model of the U.S. economy called the MIT-Penn-SSRC Model.",1
"The conceptual metaphor thesis, introduced in his and Mark Johnson's 1980 book ""Metaphors We Live By"" has found applications in a number of academic disciplines.",2
"Judge Symmes' great-nephew, Celadon Symmes, was the founder and first settler of Symmes Corner.",0
"In the 2020–2021 academic year, 5 freshman students were National Merit Scholars.",0
"After my return to Carnegie Tech in 1952, I began a major collaboration with N. Rostoker, then an assistant of an experimentalist, later a distinguished plasma theorist.",1
"During this time, a fellow nurse called Pearl Gosid had suffered severe burns in an accident.",0
NSF encourages scientists and Arctic residents to collaborate on Arctic research projects.,1
The retailer apologized for the lack of sensitivity but noted that the swastika was a Buddhist symbol.,0
"It scored number one on both the UK Singles Chart and the US """"Billboard"""" Hot 100 upon its release.",0
"The left-right symmetry had already been proven violated when, in 1964, James Cronin and Val Fitch discovered that the matter-antimatter symmetry is violated when the neutral K-meson decays.",1
"Consistent with our responsibility as one of the world's premier innovative biopharmaceutical companies, we collaborate with health care providers",1
"In total, over 16,000 students study in Trento.",0
"Opeth has released 13 studio albums, four live DVDs, four live albums (three that are in conjunction with DVDs), and two boxsets.",0
"The sound, the format and the style were built on the music Berry created.",0
"By 1958, Jansson began to become directly involved in theater as Lilla Teater produced (""Troll in the wings""), a play with lyrics by Jansson and music composed by Erna Tauro.",2
"The parallel ports of computers so equipped were usually designated LPTx, for line printer.",0
"Other materials such as molded plastic and damped plastic compound baskets are becoming common, especially for inexpensive, low-mass drivers.",0
"I entered graduate school at MIT in 1952, continuing to work with Bitter and his group.",1
Such a bitmap is used by a later stage of the printing system to produce the printed output.,0
"The stone graves housing Alfred and his family stayed underground, and the land returned to farming.",1
"""Buffy: The Animated Series"" was a proposed animated TV show based on ""Buffy"";   Whedon and Jeph Loeb were to be executive producers for the show, and most of the cast from ""Buffy"" were to return to voice their characters.",2
"She assembled a team of producers: Jon Stone was responsible for writing, casting, and format;    David Connell assumed control of animation and volume production;    and Samuel Gibbon served as the show's chief liaison between the production staff and the research team.",2
Berry claimed that he had had the camera installed to catch a worker who was suspected of stealing from the restaurant.,0
"Together with his collaborators he continued the fermentation experiments, special attention being paid to the mechanism of different bacterial fermentations.",1
"In 1907 Strindberg co-founded The Intimate Theatre in Stockholm, together with the young actor and stage director August Falck.",2
Leeuwarden railway station (opened on 27 October 1863) is the main railway station of Leeuwarden.,0
"Moore was a close friend of record producer Chris Gunning and played piano (uncredited) on the 1969 single """"Broken Hearted Pirates"""" which Gunning produced for Simon Dupree and the Big Sound.",2
"In February 2009, Jones appeared in an exclusive show with Vincent Moon, performing three songs live in front of a camera in a New York hotel room.",2
"The most notable improvements to date in modern dynamic drivers, and the loudspeakers that employ them, are improvements in cone materials, the introduction of higher-temperature adhesives, improved permanent magnet materials, improved measurement techniques, computer-aided design, and finite element analysis.",0
The ITV documentary attracted an average of 7.56 million viewers.,0
Lincoln Walsh died before his speaker was released to the public.,0
"I wrote a couple of industrial organization papers with Michael Visscher, an assistant professor at Carnegie Mellon.",1
"In collaboration with Trudi XX, we also studied the cell lineage of the embryonic epidermis.",1
"Through the Euroregion Tyrol-South Tyrol-Trentino, the university also works closely together with the universities of Innsbruck and Bolzano.",0
"During the time under administration, Carlton and Granada were in talks regarding a merger, which was eventually cleared in 2004.",2
"The symbol was chosen by the organisation's founder, George Lincoln Rockwell.",0
Monasteries were important contributors to the surrounding community.,0
"KRS-101 (the label's first release) was in fact a split 7-inch spoken-word record with Kathleen Hanna and Slim Moon;  other """"Wordcore"""" releases followed.",2
NCSA's supercomputers are at the National Petascale Computing Facility.,0
"His performance in """"Now Barabbas"""" received positive feedback from critics.",0
"With his distinguished English pupil H. D. Dakin he investigated arginase, the ferment which hydrolyses arginine into urea and ornithine, and later he discovered agmatine in herring roe and devised a method for preparing it.",1
"However, AC line frequencies tended to modulate the audio signal going to the voice coil and added to the audible hum.",0
"He won the Academy Award for Best Actor at the 54th Academy Awards for his final film role in ""On Golden Pond"" (1981), which also starred Katharine Hepburn and his daughter Jane Fonda, but was too ill to attend the ceremony.",2
"Together with her husband, she was awarded half of the Nobel Prize for Physics in 1903, for their study into the spontaneous radiation discovered by Becquerel, who was awarded the other half of the Prize.",1
That summer and the next I worked at the National Bureau of Standards in Washington with E.S.,1
"That same year Poitier would star in the film adaptation of """"Porgy and Bess"""" (1959) alongside Dorothy Dandridge.",2
"Page remastered the album in 1990 with engineer George Marino in an attempt to update the catalogue, and several tracks were used for that year's compilation ""Led Zeppelin Remasters"" and the ""Led Zeppelin Boxed Set"".",2
"The strip, which ran from May to October, was written by Peter O'Donnell and illustrated by John McLusky.",2
"The Dog Aging Project team believes rapamycin may provide similar benefits to middle-aged, large-breed dogs and are collaborating with veterinarians at universities across the country to evaluate the drug’s effectiveness on hundreds of clinical trial participants.",1
"Their language is called """"Ladino Bellunese"""".",0
"In November 1995, Moore teamed up with friend and humorist Martin Lewis in organising a two-day salute to Cook in Los Angeles that Moore co-hosted with Lewis.",2
"In its 1986 Summer Mail Order Hobby Shop catalog, TSR had listed a new Greyhawk adventure called WG7 ""Shadowlords"", a high-level adventure to be written by Gary Gygax and Skip Williams.",2
"The pole piece and backplate are often made as a single piece, called the poleplate or yoke.",0
"He also helped Buddy Guy record his second record;  resulting in the single """"You Sure Can't Do"""" / """"This Is The End"""" which Turner played guitar and composed the latter.",2
"The coil is oriented co-axially inside the gap; it moves back and forth within a small circular volume (a hole, slot, or groove) in the magnetic structure.",0
Printronix and TallyGenicom are well-known vendors of comb printers.,0
Later they teamed up with other Harvard owners to fly up to five aircraft as the Harvard Formation Team with Numan choreographing their aerobatic routines.,2
"He was also hired as the new voice of Australia's National Rugby League, singing in an advertisement to market the 2000 season.",2
"In the mid 1990s I began a fruitful collaboration with Amir H. Hoveyda on asymmetric metathesis reactions and their applications to organic chemistry, which was and still is supported by the National Institutes of Health.",1
Our subsequent discussion led to the initiation of a collaboration in which we decided to test the ability of Tetrahymena telomeres to function in yeast.,1
"I came into this field after having demonstrated the biological activity of interferon messenger RNA in collaboration with two world-renowned experts in the field, Edward and Jacqueline De Maeyer.",1
"His latest book is Linear Programming and Economic Analysis, written in collaboration with Robert Dorfman and Robert Solow and sponsored by a grant from the Rand Corporation.",1
Professor Wood was accepted into the university five years before women were allowed to pursue degrees.,0
"Spying on the two, the peers – led by the brainless and stuffy Earls Tolloller and Mountararat – together with Phyllis, see Iolanthe and Strephon in a warm embrace.",2
"Helena Blavatsky's Theosophical Society named its initial New York City meeting-place """"the Lamasery"""".",0
"Encouraged by the enthusiasm of British artists, students, and high society for his art, Rodin donated a significant selection of his works to the nation in 1914.",1
"Jones, who was still performing over 200 dates a year as he approached his seventieth birthday, set out on a world tour to promote the album.",0
Seafood and science collaboration to strengthen Grimsby's key sector,1
"Over time, lay people started to make pilgrimages ""to"" monasteries instead of just using them as a stopover.",0
"In January 1988 the work received its first performances at the Paris Opéra, with Michel Sénéchal (Orphée), Danielle Borst (Eurydice), François Le Roux (Jupiter), and Laurence Dale (Pluton).",2
"The same year, Bassey performed ""Big Spender"" with Elton John at his annual White Tie and Tiara Ball to raise money for The Elton John AIDS Foundation.",2
"Not to be an oldie, but a goodie.",0
"Trento is an educational, scientific, financial and political centre in Trentino-Alto Adige/Südtirol, in Tyrol and Northern Italy in general.",0
"He invited her to feature in Al Read's """"Such Is Life"""" which opened on 14 December 1955 at the Adelphi Theatre in London's West End.",2
"Italy signed the European Charter for Regional or Minority Languages of 1991, but it has not ratified it so far.",0
"At Princeton, I collaborated with a young American colleague, Alice Adams, who later became my wife.",1
A charterhouse is any monastery belonging to the Carthusian order.,0
"Since Texas was a slave state, not only the residents of that state but also both camps on a national scale had an interest in the size of Texas.",0
"Along with its new name, the school also gained new constitutional status in 1964.",0
The teams are collaborating on the restoration of the native European flat oyster habitat so it once again supports the biodiversity that relies on it and helps improve water quality.,1
"The shows were a great success, and September 1975 saw them gross $1,000,000 in two weeks on Broadway, in a triumvirate with the Count Basie Orchestra.",2
"At this point I turned to a small Japanese company, Ono Pharmaceutical, because we had been involved in other collaborations.",1
"Researchers are quickly collaborating with others who are working on the same problems, and with local, state, and national government agencies.",1
"He studied medicine under Abu Jafar Jarim al-Tajail, who probably taught him philosophy too.",2
"Also in 1981, he narrated a seven-part series of satirical five-minute monologues, written by Barry Pilton for BBC Radio 3, titled ""In a Nutshell"", followed in 1982 by a second series, also written by Barry Pilton, this time comprising 8 five-minute monologues.",2
A scene in the film features him performing on stage when aliens attack and he manages to escape with a gun.,0
"Three exceptions were ""My Girl"" (1991), which starred Jamie Lee Curtis, and Macaulay Culkin, ""Tommy Boy"" (1995), which starred ""SNL"" alumni David Spade and Chris Farley, in which Aykroyd played the role of Ray Zalinsky, and ""Grosse Pointe Blank"" (1997), in which Aykroyd had a well-received role as a rival hit man.",2
"He arranged to rent a theatre and auditioned chorus members for the American production of ""Pinafore"" and a new Gilbert and Sullivan opera to be premiered in New York, and for tours.",2
"We are delighted with the great spirit of collaboration between our respective land-grant colleges as evidenced in the highly successful mini land-grant conference,",1
"Ribbon designs generally require exceptionally powerful magnets, which makes them costly to manufacture.",0
"Rancid co-headlined the """"From Boston to Berkeley Tour"""" with Dropkick Murphys in July and August 2017.",2
"The river has also been portrayed in paintings, notably by the Group of Seven.",0
cell and gene therapy catapult and deep science ventures  collaborate to overcome barriers in ATMPs.,1
"Alnico, an alloy of aluminum, nickel, and cobalt became popular after WWII, since it dispensed with the problems of field-coil drivers.",0
"He also simultaneously considered other professions for his future, including boxing, religion and singing.",0
The piece chosen was Haydn's Cello Concerto in D and Casals would later join Fritz Kreisler for Brahms's Double Concerto for Violin and Cello.,2
"In heavily male-dominated fields, such as genomics, women collaborated more often with other women.",1
"Although his death was sudden, his health had been declining for several years, and he suffered from constant and severe neck pain.",0
The Federal Art Project hired American artists to create posters to promote tourism and cultural events.,1
"Simon also provided guitar on Garfunkel's 1973 album ""Angel Clare"", and added backing vocals to the song ""Down in the Willow Garden"".",2
"In 1882, architect A.H.Mackmurdo formed the Century Guild, a partnership of designers including Selwyn Image, Herbert Horne, Clement Heaton and Benjamin Creswick.",2
"Gilbert designed the costumes himself, and sets were by the Drury Lane designer Henry Emden.",2
"Turner played guitar and assisted in production on Walker's 1997 album ""Great Guitars"";  Walker paid him $5,000 a night for six songs.",2
"In 2015, she appeared with Margaret Cho on ""The Late Show with Stephen Colbert"".",2
"In 2005, Seymour returned to the big screen in the comedy ""Wedding Crashers"", playing Kathleen Cleary, wife of fictional United States Secretary of the Treasury William Cleary, played by Christopher Walken.",2
"He learned Maliki jurisprudence under al-Hafiz Abu Muhammad ibn Rizq and hadith with Ibn Bashkuwal, a student of his grandfather.",2
Leeuwarden will host the World Flying Disc Federation 2020 World Ultimate and Guts Championships from the 11th to the 18th of July.,0
The 285 Numeric Printing Tabulator could read 150 cards per minute.,0
"Line printers printed characters, letters and numbers line by line.",0
We started working together for the session.,1
"In 2016, Aykroyd partnered with TV producers Eric Bischoff and Jason Hervey and game developer Ike McFadden to release an online-casino game that features the Blues Brothers.",2
"One Narva resident was sentenced to one year in jail for distribution of """"Kolovrat"""".",0
"Undergraduate admission to Michigan Tech is considered """"selective"""" by """"U.S. News &amp; World Report"""".",0
"After the end of World War I in 1918, Italy annexed the southern part of Tyrol, including the Ladin areas.",0
"She has worked with fantasy authors Andre Norton (such as the Halfblood Chronicles), Marion Zimmer Bradley (such as ""Rediscovery"" and ""Tigers Burning Bright""), Anne McCaffrey (such as ""The Ship Who Searched""), and Piers Anthony (""If I Pay Thee Not in Gold"").",2
"The play was directed by Glenville and starred the then up-and-coming actor Paul Scofield as the titular character.Rye came to the rescue again by sending Burton to audition for a role in ""The Lady's Not for Burning"", a play by Christopher Fry and directed by Gielgud.",2
"Starting in the 1990s, the Italian parliament and provincial assembly have passed laws and regulations protecting the Ladin language and culture.",0
This is a story about the ethical gray zone of scientific collaboration between Germany and China.,1
Walker invited Turner to perform with him at the San Francisco Blues Festival and to tour in Europe.,2
Our goal is to offer a framework that encourages fruitful collaborations between researchers and SIOs.,1
The rigidity of the material increases from the center to the outside.,0
"Finally, thanks to Palacios, she was offered the female lead role in a film by Grovas Productions: ""El Peñón de las Ánimas"", directed by Miguel Zacarías.",2
"He did not like school or sports, but gained confidence through his singing talent.",0
"It hosts about 50 researchers who, with collaborators across the world, are responsible for some of the largest and most sophisticated cosmological simulations in the world.",1
AbbVie and Scripps Research Announce Collaboration to Develop Antiviral Treatments for COVID-19,1
"Despite original plans for six episodes, the show was cut to a one-hour special only as there ""just wasn't enough (material) for a series",0
"In 1986, Benigni made his first English-language film, ""Down by Law"", written and directed by Jim Jarmusch with whom Benigni would make two more films: ""Night on Earth"" (1991) and ""Coffee and Cigarettes"" (2003).",2
"McCarty and Dreja reformed the Yardbirds in 1992, adding new members ""Detroit"" John Idan (lead vocals, lead guitar) and Rod Demick (bass, backing vocals) from the drummer's eponymous band, months later Demick left the band, Ray Majors joined on lead guitar, and Idan moved to bass.",2
"A variety of different materials may be used, but the most common are paper, plastic, and metal.",0
Carlo Ambrogio Lonati and Giacomo Carissimi were Kapellmeister;  Lelio Colista luteplayer;  Loreto Vittori and Marco Marazzoli singers and Sebastiano Baldini librettist.,2
"The server-complement was called NCSA HTTPd, which later became known as Apache HTTP Server.",0
"With 18 holes on 160 acres, it offers two nines of distinctly different flavors and challenges.",0
"The most well-known were the mathematicians Stefan Banach, Juliusz Schauder and Stanisław Ulam who were founders of the Lwów School of Mathematics turning Lviv in the 1930s into the ""World Centre of Functional Analysis"" and whose share in Lviv academia was substantial.",2
"In December 1883 it was produced at the Bijou Theatre with Max Freeman, Marie Vanoni, Digby Bell and Harry Pepper.",2
"That same year, the BBC reported that Jones was Wales's wealthiest entertainer, having amassed a fortune of £175,000,000.",0
"This was followed by a single and video to support the London Tourist Board, ""There's No Place Like London"" (1986), which was co-written by Lynsey de Paul and Gerard Kenny.",2
"But by leveraging the power of AI in collaboration with Microsoft, Novartis researchers may be able to shorten that process to weeks or even days.",1
"Initially, NCSA's administrative offices were in the Water Resources Building and employees were scattered across the campus.",0
Oppo has announced its OPPOHack 2022 event in collaboration with hackathon-expert HackHub .,1
"Unlike Roman Catholic monasticism, the Eastern Orthodox do not have distinct religious orders, but a single monastic form throughout the Eastern Orthodox Church.",0
the School of Engineering has collaborated with fields such as aerospace and defense and companies such as Intel and Pacific Gas and Electric Company.,1
"Because of our shared interest in ribosomes, he very kindly offered to collaborate with me.",1
"President of the Biology section with the chance to perform this assignment with Nicole Galland and Pierre Hainard, and to live at a moment when interesting things were happening in Biology in Lausanne.",1
"On 13 September 2001, Beckham released her first book, ""Learning to Fly"".",0
This research was done in cooperation with the laboratory of radiospectroscopy of the Institute of Nuclear Physics of the Moscow University; this laboratory was organized by Prochorov in 1957.,1
The Genographic Project is a collaboration between National Geographic and IBM and the Waitt Foundation.,1
"He requested the help of his schoolmaster, Philip Burton, but his voice cracked during their practice sessions.",2
"Outings, tournaments, and weekly leagues are offered and available to the public.",0
"The further development of these ideas led him in 1939 to an experiment, carried out in collaboration with L.W.",1
"In 1944, Granz and Gjon Mili produced the jazz film ""Jammin' the Blues"", which starred Lester Young, Illinois Jacquet, Barney Kessel, Harry Edison, Jo Jones, Sidney Catlett, Marlowe Morris, and Marie Bryant, and was nominated for an Academy Award.",2
Some attribute his mode of communal living to the barracks of the Roman Army in which Pachomios served as a young man.,0
This gave responsibility for control of the university to its Board of Control rather than the state legislature.,0
"In 1848, Engels co-authored ""The Communist Manifesto"" with Marx and also authored and co-authored (primarily with Marx) many other works.",2
"In 2004, Cantrell formed the band Cardboard Vampyres along with The Cult guitarist Billy Duffy, Mötley Crüe and Ratt vocalist John Corabi, The Cult bassist Chris Wyse and drummer Josh Howser.",2
"we collaborate with health care providers, governments and local communities to support and expand access to reliable, affordable health care around the world.",1
"In collaboration with my colleague Schlehofer, we were also able to demonstrate that herpes simplex virus, but also other herpes-, adeno-, and vaccinia virus infections of polyoma- or papillomavirus DNA harbouring cells, resulted in amplification of the DNA of the latter.",1
